,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3134,24088,33252111000144,AMALVES CLINICA MÉDICA LTDA,AMALVES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-04-04T00:00:00,2020-07-01T00:00:00,7,SAUDE,8610102,ATIVIDADES DE ATEND EM PRONTO-SOCORRO E UNIDADES HOSPITALARES P/ ATEND A URGÊNC,N,N,N,N,-8.034668,-34.896157
3135,24089,33252111000144,AMALVES CLINICA MÉDICA LTDA,AMALVES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-04-04T00:00:00,2020-07-01T00:00:00,7,SAUDE,8630501,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE PROCEDIMENTOS CIRÚRGICOS,N,N,N,N,-8.034668,-34.896157
3136,24090,33252111000144,AMALVES CLINICA MÉDICA LTDA,AMALVES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-04-04T00:00:00,2020-07-01T00:00:00,7,SAUDE,8630503,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,S,N,N,N,-8.034668,-34.896157
3137,24091,33252111000144,AMALVES CLINICA MÉDICA LTDA,AMALVES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-04-04T00:00:00,2020-07-01T00:00:00,7,SAUDE,8711501,CLÍNICAS E RESIDÊNCIAS GERIÁTRICAS,N,S,S,N,-8.034668,-34.896157
3138,24101,33440374000187,A LUCENA CUNHA EIRELI,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-04-24T00:00:00,2020-04-24T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.034668,-34.896157
3139,24102,33456303000172,MAYARA DE BARROS ALVES EIRELI,.,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-04-25T00:00:00,2020-01-01T00:00:00,7,SAUDE,8630502,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE EXAMES COMPLEMENTARES,N,S,S,N,-8.034668,-34.896157
3140,24103,33456303000172,MAYARA DE BARROS ALVES EIRELI,.,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-04-25T00:00:00,2020-01-01T00:00:00,7,SAUDE,8630503,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,S,N,N,N,-8.034668,-34.896157
3141,24118,33495422000134,FLAVIA CRISTINA DOS SANTOS MARKETING DIRETO,FLAVIA MARKETING,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-04-30T00:00:00,2019-06-06T00:00:00,3,TECNICO-CIENTIFICO,7319003,MARKETING DIRETO,S,N,S,N,-8.034668,-34.896157
3142,24120,33518633000145,DAVID PIMENTEL SERVIÇOS ADMINISTRATIVOS EIRELI,DEP,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-05-03T00:00:00,2020-04-27T00:00:00,2,"CONTABILIDADE, CONSULTORIA E ASSESSORIA",6621502,AUDITORIA E CONSULTORIA ATUARIAL,N,N,S,N,-8.034668,-34.896157
3143,24121,33518633000145,DAVID PIMENTEL SERVIÇOS ADMINISTRATIVOS EIRELI,DEP,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-05-03T00:00:00,2020-04-27T00:00:00,2,"CONTABILIDADE, CONSULTORIA E ASSESSORIA",6920602,ATIVIDADES DE CONSULTORIA E AUDITORIA CONTÁBIL E TRIBUTÁRIA,N,N,N,N,-8.034668,-34.896157
3144,24122,33518633000145,DAVID PIMENTEL SERVIÇOS ADMINISTRATIVOS EIRELI,DEP,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-05-03T00:00:00,2020-04-27T00:00:00,2,"CONTABILIDADE, CONSULTORIA E ASSESSORIA",7020400,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA",N,N,N,N,-8.034668,-34.896157
3145,24123,33518633000145,DAVID PIMENTEL SERVIÇOS ADMINISTRATIVOS EIRELI,DEP,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-05-03T00:00:00,2020-04-27T00:00:00,22,OUTROS SERVICOS,8211300,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,S,N,N,N,-8.034668,-34.896157
3146,24129,33613452000106,ANA P. C. DA SILVA,.,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-05-14T00:00:00,2021-01-01T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.034668,-34.896157
3147,24130,33616022000130,CARLA M. S. VENCESLAU,.,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-05-14T00:00:00,2020-06-18T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.034668,-34.896157
3148,24133,33616008000136,VERA MARIA DA MOTA,.,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-05-14T00:00:00,2021-05-05T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.034668,-34.896157
3149,24152,33614651000120,JAILTON JOSE RIBEIRO,JNF REFRIGERACAO,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-05-14T00:00:00,2022-03-31T00:00:00,13,"INSTALACAO, COLOCACAO E MONTAGEM",3321000,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,S,N,S,N,-8.034668,-34.896157
3150,24153,33663573000154,PRISCILA ROBERTA M. DA SILVA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-05-20T00:00:00,2020-12-01T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.034668,-34.896157
3151,24166,34062999000115,DANIEL FERREIRA DA ROCHA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-06-28T00:00:00,2021-10-21T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.034668,-34.896157
3152,24167,34087687000166,ILANA ARRUDA DO EGITO FONOAUDIÓLOGA,ILANA EGITO FONOAUDIOLOGA,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-07-02T00:00:00,2020-09-21T00:00:00,7,SAUDE,8650006,ATIVIDADES DE FONOAUDIOLOGIA,S,S,S,N,-8.034668,-34.896157
3153,24186,34106695000102,DÉBORA PAOLA FREIRE DE MIRANDA FONOAUDIÓLOGA,FONOAUDIOLOGA DEBORA MIRANDA,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-07-03T00:00:00,2021-12-14T00:00:00,7,SAUDE,8650006,ATIVIDADES DE FONOAUDIOLOGIA,S,S,S,N,-8.034668,-34.896157
3154,24188,34140615000135,HUGO RAPHAEL COSTA DE SOUZA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-07-08T00:00:00,2021-02-16T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.034668,-34.896157
3155,24190,34263447000175,J RENATO DOS SANTOS MOURA SERVIÇOS E APOIO ADMINISTRATI,JR GESTAO ADMINISTRATIVA,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-07-19T00:00:00,2020-07-01T00:00:00,22,OUTROS SERVICOS,8211300,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,S,N,S,N,-8.034668,-34.896157
3156,24193,34395961000164,VIEZZI E SUPPA REPRESENTAÇÃO COMERCIAL LTDA,PHDLUB REPRESENTACOES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-08-01T00:00:00,2020-08-03T00:00:00,10,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",4619200,REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,S,N,N,N,-8.034668,-34.896157
3157,24194,34395961000164,VIEZZI E SUPPA REPRESENTAÇÃO COMERCIAL LTDA,PHDLUB REPRESENTACOES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-08-01T00:00:00,2020-08-03T00:00:00,10,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",7490104,"ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERV E NEGÓCIOS EM GERAL, EXC IMOB",N,N,S,N,-8.034668,-34.896157
3158,24214,34730777000123,ANDREZZA K. R. P. DE MELO,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-09-02T00:00:00,2021-08-13T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.034668,-34.896157
3159,24215,34808765000174,PEDRO H. DE OLIVEIRA EFKEN ENGENHARIA EIRELI,EFKEN CONSTRUCOES E INCORPORACOES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-09-09T00:00:00,2021-09-08T00:00:00,1,CONSTRUCAO CIVIL,4120400,CONSTRUÇÃO DE EDIFÍCIOS,N,N,S,N,-8.034668,-34.896157
3160,24216,34808765000174,PEDRO H. DE OLIVEIRA EFKEN ENGENHARIA EIRELI,EFKEN CONSTRUCOES E INCORPORACOES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-09-09T00:00:00,2021-09-08T00:00:00,1,CONSTRUCAO CIVIL,7112000,SERVIÇOS DE ENGENHARIA,S,N,N,N,-8.034668,-34.896157
3161,24217,34808765000174,PEDRO H. DE OLIVEIRA EFKEN ENGENHARIA EIRELI,EFKEN CONSTRUCOES E INCORPORACOES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-09-09T00:00:00,2021-09-08T00:00:00,3,TECNICO-CIENTIFICO,7119703,SERVIÇOS DE DESENHO TÉCNICO RELACIONADOS À ARQUITETURA E ENGENHARIA,N,N,N,N,-8.034668,-34.896157
3162,24222,34894699000100,MB CONSULTORIA EM LOGISTICA EIRELI,.,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-09-17T00:00:00,2022-07-27T00:00:00,2,"CONTABILIDADE, CONSULTORIA E ASSESSORIA",7020400,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA",N,N,N,N,-8.034668,-34.896157
3163,24223,34894699000100,MB CONSULTORIA EM LOGISTICA EIRELI,.,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-09-17T00:00:00,2022-07-27T00:00:00,3,TECNICO-CIENTIFICO,7111100,SERVIÇOS DE ARQUITETURA,N,N,N,N,-8.034668,-34.896157
3164,24224,34894699000100,MB CONSULTORIA EM LOGISTICA EIRELI,.,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-09-17T00:00:00,2022-07-27T00:00:00,4,TRANSPORTE E COMUNICACAO,5250804,ORGANIZAÇÃO LOGÍSTICA DO TRANSPORTE DE CARGA,S,N,S,N,-8.034668,-34.896157
3165,24231,77649283001101,EMISUL TRANSPORTES LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-08-22T00:00:00,2019-07-01T00:00:00,4,TRANSPORTE E COMUNICACAO,4930202,"TRANSP RODOV DE CARGA, EXC PROD PERIG E MUDAN, INTERMUN, INTEREST E INTERNACIONAL",S,S,N,S,-8.034668,-34.896157
3166,24232,77649283001101,EMISUL TRANSPORTES LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-08-22T00:00:00,2019-07-01T00:00:00,4,TRANSPORTE E COMUNICACAO,4930203,TRANSPORTE RODOVIÁRIO DE PRODUTOS PERIGOSOS,N,N,S,S,-8.034668,-34.896157
3167,24233,09027822000130,BOGATTI ADMINISTRACAO DE BENS LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,1991-06-12T00:00:00,2022-01-01T00:00:00,22,OUTROS SERVICOS,6810202,ALUGUEL DE IMÓVEIS PRÓPRIOS,N,N,N,N,-8.034668,-34.896157
3168,24234,09027822000130,BOGATTI ADMINISTRACAO DE BENS LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,1991-06-12T00:00:00,2022-01-01T00:00:00,10,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",6822600,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,S,N,S,N,-8.034668,-34.896157
3169,24235,32952719000119,ALL SERVICOS DE GESTAO E APOIO ADMINISTRATIVO EIRELI,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-03-07T00:00:00,2020-05-18T00:00:00,2,"CONTABILIDADE, CONSULTORIA E ASSESSORIA",7020400,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA",N,N,S,N,-8.034668,-34.896157
3170,24236,32952719000119,ALL SERVICOS DE GESTAO E APOIO ADMINISTRATIVO EIRELI,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-03-07T00:00:00,2020-05-18T00:00:00,22,OUTROS SERVICOS,8211300,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,S,N,N,N,-8.034668,-34.896157
3171,24237,35146740000115,JS SOLUÇÕES EM IRRIGAÇÃO EIRELI,JS SOLUCOES EM IRRIGACAO,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-10-10T00:00:00,2019-07-01T00:00:00,14,CONSERVAÇÃO E LIMPEZA,3314711,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUÁRIA,S,N,S,S,-8.034668,-34.896157
3172,24238,35146740000115,JS SOLUÇÕES EM IRRIGAÇÃO EIRELI,JS SOLUCOES EM IRRIGACAO,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-10-10T00:00:00,2019-07-01T00:00:00,1,CONSTRUCAO CIVIL,4222702,OBRAS DE IRRIGAÇÃO,N,N,N,N,-8.034668,-34.896157
3173,24239,35146740000115,JS SOLUÇÕES EM IRRIGAÇÃO EIRELI,JS SOLUCOES EM IRRIGACAO,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-10-10T00:00:00,2019-07-01T00:00:00,13,"INSTALACAO, COLOCACAO E MONTAGEM",3321000,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,N,N,N,N,-8.034668,-34.896157
3174,24240,35146740000115,JS SOLUÇÕES EM IRRIGAÇÃO EIRELI,JS SOLUCOES EM IRRIGACAO,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-10-10T00:00:00,2019-07-01T00:00:00,1,CONSTRUCAO CIVIL,4120400,CONSTRUÇÃO DE EDIFÍCIOS,N,N,N,N,-8.034668,-34.896157
3175,24267,35395370000150,BRUNO MAIA CORREIA DE ARAUJO FILHO,BRUNO MAIA CORREIA DE ARAUJO FILHO,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-11-04T00:00:00,2021-03-05T00:00:00,7,SAUDE,8630502,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE EXAMES COMPLEMENTARES,N,S,S,N,-8.034668,-34.896157
3176,24268,35395370000150,BRUNO MAIA CORREIA DE ARAUJO FILHO,BRUNO MAIA CORREIA DE ARAUJO FILHO,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-11-04T00:00:00,2021-03-05T00:00:00,7,SAUDE,8630501,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE PROCEDIMENTOS CIRÚRGICOS,S,N,N,N,-8.034668,-34.896157
3177,24269,35395370000150,BRUNO MAIA CORREIA DE ARAUJO FILHO,BRUNO MAIA CORREIA DE ARAUJO FILHO,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2019-11-04T00:00:00,2021-03-05T00:00:00,7,SAUDE,8630503,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,N,N,N,N,-8.034668,-34.896157
3178,24292,35886275000159,SEW SERVICOS MEDICOS LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-01-03T00:00:00,2022-07-29T00:00:00,7,SAUDE,8610102,ATIVIDADES DE ATEND EM PRONTO-SOCORRO E UNIDADES HOSPITALARES P/ ATEND A URGÊNC,S,S,S,N,-8.034668,-34.896157
3179,24293,35886275000159,SEW SERVICOS MEDICOS LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-01-03T00:00:00,2022-07-29T00:00:00,7,SAUDE,8630501,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE PROCEDIMENTOS CIRÚRGICOS,N,N,N,N,-8.034668,-34.896157
3180,24294,35886275000159,SEW SERVICOS MEDICOS LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-01-03T00:00:00,2022-07-29T00:00:00,7,SAUDE,8630503,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,N,N,N,N,-8.034668,-34.896157
3181,24297,36055187000178,FONOAUDIOLOGIA NEUROFUNCIONAL DE RECIFE LTDA,.,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-01-20T00:00:00,2020-06-23T00:00:00,7,SAUDE,8650006,ATIVIDADES DE FONOAUDIOLOGIA,S,S,S,N,-8.034668,-34.896157
3182,24298,36155887000134,KLELBER DE A. BELTRÃO REPRESENTAÇÕES DE MEDICAMENTOS E,KMM REPRESENTACOES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-01-28T00:00:00,2020-11-25T00:00:00,10,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",4618401,"REPRESENTANTES COM E AGENTES DO COM DE MEDICAM, COSMÉT E PROD DE PERFUMARIA",S,S,S,N,-8.034668,-34.896157
3183,24299,36155887000134,KLELBER DE A. BELTRÃO REPRESENTAÇÕES DE MEDICAMENTOS E,KMM REPRESENTACOES,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-01-28T00:00:00,2020-11-25T00:00:00,22,OUTROS SERVICOS,7319002,PROMOÇÃO DE VENDAS,N,N,N,N,-8.034668,-34.896157
3184,24317,36229945000127,TULIO SANTANA DE BARROS,TB PSICOLOGIA E CONSULTORIA,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-02-03T00:00:00,2021-02-23T00:00:00,8,EDUCACAO,8599699,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,N,N,N,N,-8.034668,-34.896157
3185,24318,36229945000127,TULIO SANTANA DE BARROS,TB PSICOLOGIA E CONSULTORIA,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-02-03T00:00:00,2021-02-23T00:00:00,8,EDUCACAO,8599604,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,N,N,N,N,-8.034668,-34.896157
3186,24319,36229945000127,TULIO SANTANA DE BARROS,TB PSICOLOGIA E CONSULTORIA,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-02-03T00:00:00,2021-02-23T00:00:00,2,"CONTABILIDADE, CONSULTORIA E ASSESSORIA",7020400,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA",N,N,N,N,-8.034668,-34.896157
3187,24320,36229945000127,TULIO SANTANA DE BARROS,TB PSICOLOGIA E CONSULTORIA,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-02-03T00:00:00,2021-02-23T00:00:00,18,FORNECIMENTO DE MAO-DE-OBRA,7810800,SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA,N,N,N,N,-8.034668,-34.896157
3188,24321,36229945000127,TULIO SANTANA DE BARROS,TB PSICOLOGIA E CONSULTORIA,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-02-03T00:00:00,2021-02-23T00:00:00,7,SAUDE,8650003,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,S,S,S,N,-8.034668,-34.896157
3189,24322,36229945000127,TULIO SANTANA DE BARROS,TB PSICOLOGIA E CONSULTORIA,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-02-03T00:00:00,2021-02-23T00:00:00,7,SAUDE,8650099,ATIVIDADES DE PROFISSIONAIS DA ÁREA DE SAÚDE NÃO ESPECIFICADAS ANTERIORMENTE,N,N,N,N,-8.034668,-34.896157
3190,24326,36291849000109,M G P DE LACERDA COMPUTAÇÃO INTELIGENTE,COGNYTIX,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-02-07T00:00:00,2021-04-06T00:00:00,23,SERVICOS DE INFORMATICA,6202300,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,S,N,S,N,-8.034668,-34.896157
3191,24327,36291849000109,M G P DE LACERDA COMPUTAÇÃO INTELIGENTE,COGNYTIX,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-02-07T00:00:00,2021-04-06T00:00:00,23,SERVICOS DE INFORMATICA,6204000,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,N,N,N,N,-8.034668,-34.896157
3192,24328,36291849000109,M G P DE LACERDA COMPUTAÇÃO INTELIGENTE,COGNYTIX,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-02-07T00:00:00,2021-04-06T00:00:00,23,SERVICOS DE INFORMATICA,6203100,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NÃO-CUSTOMIZÁVEIS,N,N,N,N,-8.034668,-34.896157
3193,24355,37326641000140,GLEYBSON C CAZE,CAZE CONSULTORIA & SERVICOS,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-06-04T00:00:00,2022-02-28T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.034668,-34.896157
3194,24356,37326641000140,GLEYBSON C CAZE,CAZE CONSULTORIA & SERVICOS,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2020-06-04T00:00:00,2022-02-28T00:00:00,6,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",8291100,ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS,N,N,N,N,-8.034668,-34.896157
3195,24382,13570477000154,BIANCO QUIARO CONFECÇÃO LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2011-04-27T00:00:00,2021-01-28T00:00:00,28,INDUSTRIA GERAL,1351100,FABRICAÇÃO DE ARTEFATOS TÊXTEIS PARA USO DOMÉSTICO,S,N,N,S,-8.034668,-34.896157
3196,24383,13570477000154,BIANCO QUIARO CONFECÇÃO LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2011-04-27T00:00:00,2021-01-28T00:00:00,28,INDUSTRIA GERAL,1352900,FABRICAÇÃO DE ARTEFATOS DE TAPEÇARIA,N,N,N,S,-8.034668,-34.896157
3197,24384,13570477000154,BIANCO QUIARO CONFECÇÃO LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2011-04-27T00:00:00,2021-01-28T00:00:00,13,"INSTALACAO, COLOCACAO E MONTAGEM",3329501,SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIAL,N,N,N,N,-8.034668,-34.896157
3198,24385,13570477000154,BIANCO QUIARO CONFECÇÃO LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2011-04-27T00:00:00,2021-01-28T00:00:00,1,CONSTRUCAO CIVIL,4330499,OUTRAS OBRAS DE ACABAMENTO DA CONSTRUÇÃO,N,N,N,N,-8.034668,-34.896157
3199,24386,13570477000154,BIANCO QUIARO CONFECÇÃO LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2011-04-27T00:00:00,2021-01-28T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4759801,"COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTINAS E PERSIANAS",N,N,N,N,-8.034668,-34.896157
3200,24387,13570477000154,BIANCO QUIARO CONFECÇÃO LTDA,,46540,Avenida Norte Miguel Arraes de Alencar,,3003     ,175,ENCRUZILHADA,BAIXADO,2011-04-27T00:00:00,2021-01-28T00:00:00,14,CONSERVAÇÃO E LIMPEZA,9529105,REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO,N,N,N,N,-8.034668,-34.896157
